sketch_filename,description
00057fa001d_931230.jpg,"Male, No_Beard, Straight_Hair, Young"
00058fa001d_931230.jpg,"Black_Hair, Male, No_Beard, Straight_Hair, Young"
00059fb001d_931230.jpg,"Bags_Under_Eyes, Big_Nose, Brown_Hair, Male, No_Beard, Young"
00060fa001d_931230.jpg,"Male, No_Beard, Young"
00061fb001d_931230.jpg,"Bangs, No_Beard, Straight_Hair, Young"
00062fb001d_931230.jpg,"Brown_Hair, Male, No_Beard, Young"
00063fa001d_931230.jpg,"Black_Hair, Male, No_Beard, Straight_Hair, Young"
00064fa001d_931230.jpg,"Big_Nose, Male, No_Beard, Young"
00065fb001d_931230.jpg,"Big_Nose, Male, No_Beard, Wavy_Hair, Young"
00066fa001d_931230.jpg,"Big_Nose, Black_Hair, Eyeglasses, Male, No_Beard, Young"
00067fa001d_931230.jpg,"Big_Nose, Black_Hair, Eyeglasses, Male, No_Beard, Straight_Hair, Young"
00068fa001d_931230.jpg,"Male, No_Beard, Wavy_Hair, Young"
00069fb001d_931230.jpg,"Big_Nose, Bushy_Eyebrows, Male, Straight_Hair, Young"
00070fa001d_931230.jpg,"Big_Nose, Male, No_Beard, Straight_Hair, Wearing_Hat, Young"
00071fa001d_931230.jpg,"Attractive, Eyeglasses, Male, No_Beard, Young"
00072fa001d_931230.jpg,"Bangs, Blond_Hair, Mouth_Slightly_Open, No_Beard, Wavy_Hair"
00073fa001d_931230.jpg,"Big_Nose, Male, No_Beard, Young"
00074fa001d_931230.jpg,"Big_Nose, Black_Hair, Eyeglasses, Male, No_Beard, Young"
00075fa001d_931230.jpg,"Big_Nose, Chubby, Eyeglasses, Male, No_Beard, Wearing_Necktie, Young"
00076fa001d_931230.jpg,"Black_Hair, Male, No_Beard, Young"
00077fa001d_931230.jpg,"Male, No_Beard, Young"
00078fa001d_931230.jpg,"Bags_Under_Eyes, Big_Nose, Black_Hair, Eyeglasses, Male, Straight_Hair"
00079fa001d_931230.jpg,"Big_Nose, Eyeglasses, Male, No_Beard, Young"
00080fa001d_931230.jpg,"Male, No_Beard, Straight_Hair, Wearing_Necktie, Young"
00081fa011d_931230.jpg,"Big_Nose, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Straight_Hair, Young"
00082fa011d_931230.jpg,"Bags_Under_Eyes, Big_Nose, Male"
00083fa011d_931230.jpg,"5_o_Clock_Shadow, Big_Nose, Eyeglasses, Male, Young"
00084fb011d_931230.jpg,"No_Beard, Wavy_Hair, Young"
00085fb011d_931230.jpg,"Attractive, Big_Nose, Male, Mouth_Slightly_Open, Straight_Hair, Young"
00087fb011d_931230.jpg,"Male, No_Beard, Wavy_Hair, Young"
00088fa011d_931230.jpg,"Big_Nose, Eyeglasses, Male, No_Beard, Young"
00089fa011d_931230.jpg,"Big_Nose, Male, No_Beard, Straight_Hair, Young"
00090fa011d_931230.jpg,"Attractive, Brown_Hair, No_Beard, Wearing_Lipstick, Young"
00091fb011d_931230.jpg,"Bags_Under_Eyes, Big_Nose, Black_Hair, Male, No_Beard, Young"
00092fa011d_931230.jpg,"Black_Hair, No_Beard, Wearing_Earrings, Young"
00093fa011d_931230.jpg,"Attractive, Bags_Under_Eyes, Big_Nose, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Straight_Hair, Young"
00094fa011d_931230.jpg,"Big_Nose, Eyeglasses, Male, No_Beard, Young"
00096fa011d_931230.jpg,"Big_Nose, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Young"
00097fa011d_931230.jpg,"Black_Hair, Male, No_Beard, Wearing_Hat, Young"
00098fa011d_931230.jpg,"Male, No_Beard, Wavy_Hair, Young"
00099fa011d_931230.jpg,"Big_Nose, Eyeglasses, Male, No_Beard, Young"
00100fa011d_931230.jpg,"Big_Nose, Black_Hair, Eyeglasses, Male, No_Beard, Straight_Hair, Young"
00101fa011d_931230.jpg,"No_Beard, Wavy_Hair, Wearing_Lipstick, Young"
00102fa011d_931230.jpg,"No_Beard, Young"
00103fa011d_931230.jpg,"Big_Nose, Black_Hair, Chubby, Eyeglasses, Male, Straight_Hair, Young"
00104fa011d_931230.jpg,"Attractive, No_Beard, Wavy_Hair, Young"
00105fb011d_931230.jpg,"Male, No_Beard, Straight_Hair, Young"
00106fa011d_931230.jpg,"Big_Nose, Black_Hair, Eyeglasses, Male, No_Beard, Young"
00107fa011d_931230.jpg,"Attractive, Male, No_Beard, Wearing_Hat, Young"
00108fa011d_931230.jpg,"Big_Lips, Big_Nose, Black_Hair, Male, Young"
00109fa011d_931230.jpg,"Bags_Under_Eyes, Male, Young"
00110fb011d_931230.jpg,"Bags_Under_Eyes, Big_Nose, Black_Hair, Male, No_Beard, Straight_Hair, Young"
00111fb011d_931230.jpg,"Attractive, Brown_Hair, Male, No_Beard, Young"
00112fa011d_931230.jpg,"Attractive, No_Beard, Wavy_Hair, Wearing_Lipstick, Young"
00113fa011d_931230.jpg,"Black_Hair, Eyeglasses, Male, No_Beard, Young"
00114fa011d_931230.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Straight_Hair, Young"
00115fa011d_931230.jpg,"Big_Nose, Male, Young"
00116fa011d_931230.jpg,"Attractive, Male, No_Beard, Young"
00117fa011d_931230.jpg,"Big_Nose, Black_Hair, Eyeglasses, Male, No_Beard, Straight_Hair, Young"
00118fa011d_931230.jpg,"Eyeglasses, Male, No_Beard"
00119fb011d_931230.jpg,"5_o_Clock_Shadow, Male, Young"
00120fa011d_931230.jpg,"Male, No_Beard, Straight_Hair, Young"
00121fa011d_931230.jpg,"No_Beard, Wavy_Hair, Young"
00122fa011d_931230.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Bushy_Eyebrows, Male, No_Beard, Straight_Hair, Young"
00123fb011d_931230.jpg,"Bangs, No_Beard, Wearing_Lipstick"
00124fa011d_931230.jpg,"Big_Nose, Male, No_Beard, Young"
00125fa011d_931230.jpg,"Brown_Hair, No_Beard, Wavy_Hair, Young"
00126fb011d_931230.jpg,"Attractive, Brown_Hair, No_Beard, Wavy_Hair, Young"
00127fa011d_931230.jpg,"Bags_Under_Eyes, Big_Nose, Male, Young"
00128fa011d_931230.jpg,"Eyeglasses, Male, No_Beard, Young"
00129fb011d_931230.jpg,"5_o_Clock_Shadow, Big_Nose, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Straight_Hair, Wearing_Hat, Young"
00130fb011d_931230.jpg,"No_Beard, Young"
00131fb011d_931230.jpg,"Male, No_Beard, Wearing_Hat, Young"
00132fb011d_931230.jpg,"5_o_Clock_Shadow, Big_Nose, Male, No_Beard, Wearing_Hat, Young"
00133fa001d_931230.jpg,"Bangs, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Straight_Hair, Young"
00134fa011d_931230.jpg,"Big_Nose, Black_Hair, Eyeglasses, Male, No_Beard, Young"
00135fa001d_931230.jpg,"Eyeglasses, Male, No_Beard, Straight_Hair, Wearing_Necktie, Young"
00136fa011d_931230.jpg,"5_o_Clock_Shadow, Big_Nose, Chubby, Male, Straight_Hair, Young"
00137fa011d_931230.jpg,"Eyeglasses, Male, No_Beard, Young"
00138fa011d_931230.jpg,"Male, No_Beard, Young"
00139fb011d_931230.jpg,"Black_Hair, Bushy_Eyebrows, Male, No_Beard, Young"
00140fb011d_931230.jpg,"Big_Nose, Male, No_Beard, Young"
00141fb011d_931230.jpg,"Big_Nose, Black_Hair, Male, No_Beard, Wavy_Hair, Young"
00142fb011d_931230.jpg,"Big_Nose, Male, Young"
00143fa011d_931230.jpg,"Big_Nose, Eyeglasses, Male, No_Beard, Young"
00144fa011d_931230.jpg,"Black_Hair, Male, No_Beard, Young"
00145fb011d_931230.jpg,"Attractive, Heavy_Makeup, No_Beard, Wavy_Hair, Wearing_Lipstick, Young"
00146fa011d_931230.jpg,"5_o_Clock_Shadow, Big_Nose, Eyeglasses, Male, Young"
00147fb011d_931230.jpg,"Male, No_Beard, Young"
00148fa011d_931230.jpg,"5_o_Clock_Shadow, Big_Nose, Male, Straight_Hair, Young"
00149fa001d_931230.jpg,"No_Beard, Wavy_Hair, Wearing_Lipstick, Young"
00150fa011d_931230.jpg,"Black_Hair, Eyeglasses, Male, No_Beard, Young"
00151fa001d_931230.jpg,"Big_Nose, Eyeglasses, Male, Young"
00152fa001d_931230.jpg,"Bangs, Male, No_Beard, Young"
00153fa001d_931230.jpg,"Male, No_Beard, Straight_Hair, Young"
00154fa001d_931230.jpg,"Attractive, No_Beard, Wavy_Hair, Wearing_Lipstick, Young"
00155fb001d_931230.jpg,"Brown_Hair, Male, No_Beard, Straight_Hair, Young"
00156fa001d_931230.jpg,"Big_Nose, Black_Hair, Eyeglasses, Male, No_Beard, Young"
00157fa001d_931230.jpg,"Big_Nose, Eyeglasses, Male, Young"
00158fb001d_931230.jpg,No_Beard
00159fa001d_931230.jpg,"Black_Hair, Male, No_Beard, Straight_Hair, Young"
00160fa001d_931230.jpg,"Big_Nose, Black_Hair, Eyeglasses, Male, No_Beard, Young"
00161fa001d_931230.jpg,"Eyeglasses, Male, No_Beard, Straight_Hair, Wearing_Necktie"
00162fa001d_931230.jpg,"Male, No_Beard, Young"
00163fb001d_931230.jpg,"No_Beard, Wearing_Lipstick, Young"
00164fa001d_931230.jpg,"Big_Nose, Black_Hair, Eyeglasses, Male, No_Beard, Straight_Hair, Young"
00165fa001d_931230.jpg,"Big_Nose, Black_Hair, Eyeglasses, Male, No_Beard, Young"
00166fa001d_931230.jpg,"Black_Hair, Male, No_Beard, Straight_Hair, Young"
00167fa001d_931230.jpg,"Male, No_Beard, Straight_Hair, Young"
00168fa001d_931230.jpg,"Big_Nose, Black_Hair, Eyeglasses, Male, Young"
00169fa001d_931230.jpg,"Big_Nose, Black_Hair, Eyeglasses, Male, No_Beard, Straight_Hair, Young"
00170fb001d_931230.jpg,"Black_Hair, Male, No_Beard, Young"
00171fa001d_931230.jpg,"Black_Hair, Male, No_Beard, Straight_Hair, Young"
00172fa001d_931230.jpg,"Bags_Under_Eyes, Big_Nose, Male, No_Beard"
00173fa001d_931230.jpg,"Big_Nose, Eyeglasses, Male, No_Beard, Young"
00174fa001d_931230.jpg,"Big_Nose, Black_Hair, Male, No_Beard, Young"
00175fb001d_931230.jpg,"Big_Nose, Eyeglasses, Male, No_Beard, Young"
00176fa001d_931230.jpg,"Big_Nose, Black_Hair, Male, No_Beard, Straight_Hair, Young"
00177fa001d_931230.jpg,"Eyeglasses, Male, No_Beard, Wavy_Hair, Young"
00178fa001d_931230.jpg,"Eyeglasses, Male, No_Beard, Straight_Hair, Young"
00179fa001d_931230.jpg,"Big_Nose, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Young"
00180fb001d_931230.jpg,"5_o_Clock_Shadow, Brown_Hair, Male, No_Beard, Young"
00181fa001d_931230.jpg,"Big_Nose, Male, No_Beard, Young"
00182fa001d_931230.jpg,"Male, No_Beard, Straight_Hair, Wearing_Necktie, Young"
00183fb010_940128.jpg,"Bags_Under_Eyes, Big_Nose, High_Cheekbones, Male, Mouth_Slightly_Open, Receding_Hairline, Smiling"
00184fa010_940128.jpg,"Attractive, Bushy_Eyebrows, Male, No_Beard, Young"
00185fa010_940128.jpg,"Attractive, Bangs, Blond_Hair, Heavy_Makeup, High_Cheekbones, No_Beard, Smiling, Wavy_Hair, Wearing_Lipstick, Young"
00186fa010_940128.jpg,"Big_Nose, Eyeglasses, Male, No_Beard, Wearing_Necktie, Young"
00187fa010_940128.jpg,"Big_Nose, Chubby, Eyeglasses, Male"
00188fa010_940128.jpg,"Big_Nose, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Straight_Hair, Young"
00189fa010_940128.jpg,"Bags_Under_Eyes, Big_Nose, Black_Hair, Eyeglasses, High_Cheekbones, Male, No_Beard, Smiling, Young"
00190fa010_940128.jpg,"Attractive, Bags_Under_Eyes, Bushy_Eyebrows, Male, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair, Young"
00191fa010_940128.jpg,"No_Beard, Wavy_Hair, Wearing_Lipstick, Young"
00192fa010_940128.jpg,"Attractive, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Straight_Hair, Young"
00193fa010_940128.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Male, No_Beard, Young"
00194fb010_940128.jpg,"Attractive, Bangs, Brown_Hair, High_Cheekbones, Mouth_Slightly_Open, No_Beard, Oval_Face, Smiling, Wearing_Lipstick, Young"
00195fa010_940128.jpg,"Male, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair, Young"
00196fa010_940128.jpg,"Bangs, Big_Nose, Black_Hair, Bushy_Eyebrows, No_Beard, Young"
00197fa010_940128.jpg,"Attractive, No_Beard, Smiling, Wearing_Lipstick, Young"
00198fa010_940128.jpg,"No_Beard, Wearing_Lipstick, Young"
00199fa010_940128.jpg,"5_o_Clock_Shadow, Attractive, Bushy_Eyebrows, Male, No_Beard, Straight_Hair, Young"
00200fa010_940128.jpg,"5_o_Clock_Shadow, Attractive, Bags_Under_Eyes, Big_Nose, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Smiling, Straight_Hair, Young"
00201fa010_940128.jpg,"Attractive, Bags_Under_Eyes, Bangs, Big_Nose, Brown_Hair, High_Cheekbones, Male, No_Beard, Smiling, Wavy_Hair, Young"
00202fa010_940128.jpg,"Bags_Under_Eyes, Big_Nose, Bushy_Eyebrows, High_Cheekbones, Male, Mouth_Slightly_Open, Narrow_Eyes, No_Beard, Smiling, Young"
00203fa010_940128.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Male, Sideburns, Young"
00204fa010_940128.jpg,"Big_Nose, Black_Hair, Eyeglasses, Male, No_Beard, Smiling, Straight_Hair, Young"
00205fa010_940128.jpg,"No_Beard, Young"
00206fa010_940128.jpg,"Big_Nose, Black_Hair, Eyeglasses, Male, Young"
00207fb010_940128.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Black_Hair, Bushy_Eyebrows, Male, Mouth_Slightly_Open, No_Beard, Smiling, Straight_Hair, Young"
00208fa010_940128.jpg,"High_Cheekbones, Male, No_Beard, Smiling, Straight_Hair, Young"
00209fa010_940128.jpg,"No_Beard, Young"
00210fb010_940128.jpg,"Bangs, Heavy_Makeup, High_Cheekbones, No_Beard, Wavy_Hair, Wearing_Lipstick, Young"
00211fa010_940128.jpg,"Bags_Under_Eyes, Big_Nose, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair, Young"
00212fa010_940128.jpg,"Eyeglasses, Male, No_Beard, Wavy_Hair, Young"
00213fa010_940128.jpg,"Big_Nose, Black_Hair, Male, No_Beard, Straight_Hair, Young"
00214fa010_940128.jpg,"5_o_Clock_Shadow, Attractive, Bags_Under_Eyes, Male, No_Beard, Smiling, Straight_Hair, Young"
00215fa010_940128.jpg,"Big_Nose, Black_Hair, Eyeglasses, Male, No_Beard, Young"
00216fa010_940128.jpg,"Attractive, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Smiling, Young"
00217fb010_940128.jpg,"Big_Nose, Eyeglasses, Male, Mouth_Slightly_Open, No_Beard, Young"
00218fa010_940128.jpg,"Attractive, No_Beard, Young"
00219fa010_940128.jpg,"Big_Nose, Eyeglasses, Male, No_Beard, Young"
00220fa010_940128.jpg,"Bags_Under_Eyes, Big_Nose, Bushy_Eyebrows, Male, No_Beard, Smiling, Young"
00221fa010_940128.jpg,"No_Beard, Wavy_Hair, Young"
00222fa010_940128.jpg,"Black_Hair, Bushy_Eyebrows, Male, No_Beard, Young"
00223fa010_940128.jpg,"5_o_Clock_Shadow, Attractive, Bags_Under_Eyes, Brown_Hair, Bushy_Eyebrows, Male, No_Beard, Straight_Hair, Young"
00224fa010_940128.jpg,"Bags_Under_Eyes, Male, No_Beard, Young"
00227fa010_940128.jpg,"No_Beard, Wavy_Hair, Young"
00228fa010_940128.jpg,"Big_Nose, Chubby, Double_Chin, Eyeglasses, Male, No_Beard, Smiling"
00229fa010_940128.jpg,"Bags_Under_Eyes, Big_Nose, Bushy_Eyebrows, Male, No_Beard, Smiling, Straight_Hair, Young"
00230fb010_940128.jpg,"5_o_Clock_Shadow, Attractive, Bags_Under_Eyes, Male, No_Beard, Young"
00231fb010_940128.jpg,"No_Beard, Wavy_Hair, Young"
00233fa010_940128.jpg,"Eyeglasses, Male, No_Beard, Straight_Hair, Young"
00234fa010_940128.jpg,"Attractive, Bags_Under_Eyes, Black_Hair, Male, No_Beard, Straight_Hair, Young"
00235fb010_940128.jpg,"Blond_Hair, Brown_Hair, No_Beard, Straight_Hair, Young"
00236fa010_940128.jpg,"Black_Hair, Eyeglasses, Male, No_Beard, Young"
00237fb010_940128.jpg,"5_o_Clock_Shadow, Big_Nose, Bushy_Eyebrows, Male, No_Beard, Young"
00238fb010_940128.jpg,"Attractive, Male, No_Beard, Young"
00239fa010_940128.jpg,"Attractive, No_Beard, Wearing_Lipstick, Young"
00241fa010_940128.jpg,"Attractive, Black_Hair, Eyeglasses, Male, No_Beard, Young"
00242fa010_940128.jpg,"Black_Hair, High_Cheekbones, Mouth_Slightly_Open, No_Beard, Smiling, Wearing_Lipstick, Young"
00243fa010_940128.jpg,"Attractive, Bags_Under_Eyes, Bangs, High_Cheekbones, No_Beard, Smiling, Wearing_Lipstick, Young"
00244fa010_940128.jpg,"Attractive, Bangs, Black_Hair, High_Cheekbones, No_Beard, Young"
00245fa010_940128.jpg,"Attractive, Bags_Under_Eyes, High_Cheekbones, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair, Wearing_Lipstick, Young"
00246fa010_940128.jpg,"Attractive, Black_Hair, Male, No_Beard, Straight_Hair, Young"
00247fa010_940128.jpg,"Big_Nose, Male, No_Beard, Young"
00248fa010_940128.jpg,"5_o_Clock_Shadow, Attractive, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Straight_Hair, Young"
00249fa010_940128.jpg,"Big_Nose, Chubby, Double_Chin, Eyeglasses, Male, No_Beard"
00250fa010_940128.jpg,"Attractive, Bags_Under_Eyes, Bushy_Eyebrows, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Straight_Hair, Young"
00251fa010_940128.jpg,"Male, No_Beard, Young"
00252fa010_940128.jpg,"Eyeglasses, Male, No_Beard, Young"
00253fa010_940128.jpg,"Attractive, Bags_Under_Eyes, Male, No_Beard, Straight_Hair, Young"
00254fa010_940128.jpg,"Bangs, Big_Nose, No_Beard, Straight_Hair, Wearing_Lipstick, Young"
00255fa010_940128.jpg,"Bags_Under_Eyes, Big_Nose, Eyeglasses, High_Cheekbones, Male, No_Beard, Smiling, Young"
00256fa010_940928.jpg,"5_o_Clock_Shadow, Attractive, Black_Hair, Male, No_Beard, Young"
00257fa010_940128.jpg,"5_o_Clock_Shadow, Big_Nose, Chubby, Male, Young"
00258fa010_940128.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Black_Hair, Bushy_Eyebrows, Male, Mouth_Slightly_Open, No_Beard, Smiling, Young"
00259fa010_940128.jpg,"Brown_Hair, No_Beard, Wavy_Hair, Wearing_Lipstick, Young"
00260fa010_940128.jpg,"Attractive, Blond_Hair, High_Cheekbones, No_Beard, Wearing_Lipstick, Young"
00261fb010_940128.jpg,"Attractive, Bags_Under_Eyes, Big_Nose, Bushy_Eyebrows, Male, No_Beard, Young"
00262fa010_940128.jpg,"Attractive, Bags_Under_Eyes, Bushy_Eyebrows, High_Cheekbones, Male, No_Beard, Smiling, Young"
00263fb010_940128.jpg,"Attractive, No_Beard, Young"
00264fa010_940128.jpg,"Attractive, No_Beard, Wavy_Hair, Young"
00265fb010_940128.jpg,"No_Beard, Wearing_Lipstick, Young"
00266fb010_940128.jpg,"Attractive, Brown_Hair, No_Beard, Straight_Hair, Young"
00267fb010_940128.jpg,"Attractive, Bangs, Black_Hair, Mouth_Slightly_Open, No_Beard, Smiling, Straight_Hair, Wearing_Lipstick, Young"
00268fa010_940307.jpg,"Bags_Under_Eyes, Big_Nose, Bushy_Eyebrows, Male, No_Beard, Smiling, Straight_Hair, Young"
00269fa010_940422.jpg,"Black_Hair, Male, No_Beard, Young"
00270fb010_940422.jpg,"Bags_Under_Eyes, Big_Nose, Brown_Hair, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair, Young"
00271fa010_940422.jpg,"No_Beard, Young"
00272fa010_940422.jpg,"Attractive, Bushy_Eyebrows, Male, No_Beard, Young"
00273fa010_940422.jpg,"Male, No_Beard, Young"
00275fa010_940422.jpg,"Attractive, Bushy_Eyebrows, Male, No_Beard, Young"
00276fa010_940422.jpg,"Attractive, Male, No_Beard, Young"
00278fb010_940422.jpg,"Bags_Under_Eyes, Big_Nose, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair, Young"
00279fa010_940422.jpg,"Attractive, No_Beard, Wavy_Hair, Wearing_Lipstick, Young"
00280fb010_940422.jpg,"Brown_Hair, High_Cheekbones, No_Beard, Smiling, Young"
00281fa010_940422.jpg,"5_o_Clock_Shadow, Attractive, Male, No_Beard, Young"
00282fa010_940422.jpg,"Attractive, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Young"
00283fa010_940422.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Black_Hair, Male, No_Beard, Young"
00284fa010_940422.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Male, No_Beard, Young"
00285fa010_940422.jpg,"Male, No_Beard, Young"
00286fa010_940422.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Bushy_Eyebrows, Male, No_Beard, Young"
00287fa010_940422.jpg,"5_o_Clock_Shadow, Big_Nose, Male, Young"
00288fa010_940422.jpg,"Arched_Eyebrows, Attractive, Black_Hair, No_Beard, Wearing_Lipstick, Young"
